No.;Time ;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jiter
108;0,364393;;0,364393;0,378132;0,013739;;-0,0563;0,062229;0,118529
109;0,378132;;0,378132;0,448171;0,070039;;0,062229;0,006997;-0,055232
110;0,448171;;0,448171;0,455981;0,00781;;0,006997;-0,000421;-0,007418
111;0,455981;;0,455981;0,456794;0,000813;;-0,000421;0,001234;0,001655
112;0,456794;;0,456794;0,458028;0,001234;;0,001234;0;-0,001234
113;0,458028;;0,458028;0,458028;0;;0;0;0
114;0,458028;;0,458028;0,458028;0;;0;0;0
115;0,458028;;0,458028;0,458028;0;;0;0;0
116;0,458028;;0,458028;0,458028;0;;0;-0,003555;-0,003555
117;0,458028;;0,458028;0,458028;0;;-0,003555;-0,036885;-0,03333
118;0,458028;;0,458028;0,461583;0,003555;;-0,036885;0,039857;0,076742
119;0,461583;;0,461583;0,502023;0,04044;;0,039857;0,000583;-0,039274
120;0,502023;;0,502023;0,502606;0,000583;;0,000583;-0,000454;-0,001037
121;0,502606;;0,502606;0,502606;0;;-0,000454;-0,008558;-0,008104
122;0,502606;;0,502606;0,50306;0,000454;;-0,008558;0,007581;0,016139
123;0,50306;;0,50306;0,512072;0,009012;;0,007581;0,001431;-0,00615
124;0,512072;;0,512072;0,513503;0,001431;;0,001431;-0,000273;-0,001704
125;0,513503;;0,513503;0,513503;0;;-0,000273;0,000273;0,000546
126;0,513503;;0,513503;0,513776;0,000273;;0,000273;-0,00017;-0,000443
