No.;Time ;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jiter
1240;6,027387;;6,027387;6,115372;0,087985;;0,086357;0,00082;-0,085537
1241;6,115372;;6,115372;6,117;0,001628;;0,00082;-0,002438;-0,003258
1242;6,117;;6,117;6,117808;0,000808;;-0,002438;-0,005048;-0,00261
1243;6,117808;;6,117808;6,121054;0,003246;;-0,005048;-0,073517;-0,068469
1244;6,121054;;6,121054;6,129348;0,008294;;-0,073517;0,07699;0,150507
1245;6,129348;;6,129348;6,211159;0,081811;;0,07699;-0,089454;-0,166444
1246;6,211159;;6,211159;6,21598;0,004821;;-0,089454;0,07954;0,168994
1247;6,21598;;6,21598;6,310255;0,094275;;0,07954;0,014659;-0,064881
1248;6,310255;;6,310255;6,32499;0,014735;;0,014659;-0,000555;-0,015214
1249;6,32499;;6,32499;6,325066;7,6E-05;;-0,000555;0,000631;0,001186
1250;6,325066;;6,325066;6,325697;0,000631;;0,000631;-0,013351;-0,013982
1251;6,325697;;6,325697;6,325697;0;;-0,013351;-0,027092;-0,013741
1252;6,325697;;6,325697;6,339048;0,013351;;-0,027092;0,03717;0,064262
1253;6,339048;;6,339048;6,379491;0,040443;;0,03717;-0,009927;-0,047097
1254;6,379491;;6,379491;6,382764;0,003273;;-0,009927;-0,030124;-0,020197
1255;6,382764;;6,382764;6,395964;0,0132;;-0,030124;0,042719;0,072843
1256;6,395964;;6,395964;6,439288;0,043324;;0,042719;-0,001435;-0,044154
1257;6,439288;;6,439288;6,439893;0,000605;;-0,001435;0,001862;0,003297
1258;6,439893;;6,439893;6,441933;0,00204;;0,001862;-0,004607;-0,006469
1259;6,441933;;6,441933;6,442111;0,000178;;-0,004607;0,002584;0,007191
1260;6,442111;;6,442111;6,446896;0,004785;;0,002584;0,001661;-0,000923
1261;6,446896;;6,446896;6,449097;0,002201;;0,001661;0,00054;-0,001121
1262;6,449097;;6,449097;6,449637;0,00054;;0,00054;0;-0,00054
1263;6,449637;;6,449637;6,449637;0;;0;-0,003798;-0,003798
1264;6,449637;;6,449637;6,449637;0;;-0,003798;-0,003033;0,000765
1265;6,449637;;6,449637;6,453435;0,003798;;-0,003033;0,006325;0,009358
1266;6,453435;;6,453435;6,460266;0,006831;;0,006325;0,000247;-0,006078
1267;6,460266;;6,460266;6,460772;0,000506;;0,000247;0,000191;-5,6E-05
1268;6,460772;;6,460772;6,461031;0,000259;;0,000191;-0,005589;-0,00578
1269;6,461031;;6,461031;6,461099;6,8E-05;;-0,005589;0,005657;0,011246
1270;6,461099;;6,461099;6,466756;0,005657;;0,005657;0;-0,005657
1271;6,466756;;6,466756;6,466756;0;;0;0;0
1272;6,466756;;6,466756;6,466756;0;;0;-0,000808;-0,000808
1273;6,466756;;6,466756;6,466756;0;;-0,000808;0,000808;0,001616
1274;6,466756;;6,466756;6,467564;0,000808;;0,000808;0;-0,000808
1275;6,467564;;6,467564;6,467564;0;;0;0;0
1276;6,467564;;6,467564;6,467564;0;;0;-0,007723;-0,007723
1277;6,467564;;6,467564;6,467564;0;;-0,007723;0,005204;0,012927
1278;6,467564;;6,467564;6,475287;0,007723;;0,005204;0,00198;-0,003224
1279;6,475287;;6,475287;6,477806;0,002519;;0,00198;0,000539;-0,001441
1280;6,477806;;6,477806;6,478345;0,000539;;0,000539;-0,000157;-0,000696
1281;6,478345;;6,478345;6,478345;0;;-0,000157;-0,000146;1,1E-05
1282;6,478345;;6,478345;6,478502;0,000157;;-0,000146;-0,013468;-0,013322
1283;6,478502;;6,478502;6,478805;0,000303;;-0,013468;0,007419;0,020887
1284;6,478805;;6,478805;6,492576;0,013771;;0,007419;0,005419;-0,002
1285;6,492576;;6,492576;6,498928;0,006352;;0,005419;-0,000225;-0,005644
1286;6,498928;;6,498928;6,499861;0,000933;;-0,000225;0,001158;0,001383
1287;6,499861;;6,499861;6,501019;0,001158;;0,001158;0;-0,001158
1288;6,501019;;6,501019;6,501019;0;;0;0;0
1289;6,501019;;6,501019;6,501019;0;;0;0;0
1290;6,501019;;6,501019;6,501019;0;;0;0;0
1291;6,501019;;6,501019;6,501019;0;;0;-0,011384;-0,011384
1292;6,501019;;6,501019;6,501019;0;;-0,011384;0,002749;0,014133
1293;6,501019;;6,501019;6,512403;0,011384;;0,002749;0,005738;0,002989
1294;6,512403;;6,512403;6,521038;0,008635;;0,005738;0,002542;-0,003196
1295;6,521038;;6,521038;6,523935;0,002897;;0,002542;-9,6E-05;-0,002638
1296;6,523935;;6,523935;6,52429;0,000355;;-9,6E-05;0,000267;0,000363
1297;6,52429;;6,52429;6,524741;0,000451;;0,000267;-0,000139;-0,000406
1298;6,524741;;6,524741;6,524925;0,000184;;-0,000139;0,000323;0,000462
1299;6,524925;;6,524925;6,525248;0,000323;;0,000323;-0,000201;-0,000524
1300;6,525248;;6,525248;6,525248;0;;-0,000201;0,000115;0,000316
1301;6,525248;;6,525248;6,525449;0,000201;;0,000115;-0,002746;-0,002861
1302;6,525449;;6,525449;6,525535;8,6E-05;;-0,002746;-0,009479;-0,006733
1303;6,525535;;6,525535;6,528367;0,002832;;-0,009479;0,012114;0,021593
1304;6,528367;;6,528367;6,540678;0,012311;;0,012114;0,000197;-0,011917
1305;6,540678;;6,540678;6,540875;0,000197;;0,000197;0;-0,000197
1306;6,540875;;6,540875;6,540875;0;;0;-0,013754;-0,013754
1307;6,540875;;6,540875;6,540875;0;;-0,013754;0,007474;0,021228
1308;6,540875;;6,540875;6,554629;0,013754;;0,007474;0,00535;-0,002124
1309;6,554629;;6,554629;6,560909;0,00628;;0,00535;1E-05;-0,00534
1310;6,560909;;6,560909;6,561839;0,00093;;1E-05;0,000459;0,000449
1311;6,561839;;6,561839;6,562759;0,00092;;0,000459;-0,011633;-0,012092
1312;6,562759;;6,562759;6,56322;0,000461;;-0,011633;0,00188;0,013513
1313;6,56322;;6,56322;6,575314;0,012094;;0,00188;0,008794;0,006914
1314;6,575314;;6,575314;6,585528;0,010214;;0,008794;0,000374;-0,00842
1315;6,585528;;6,585528;6,586948;0,00142;;0,000374;0,001046;0,000672
1316;6,586948;;6,586948;6,587994;0,001046;;0,001046;-0,000562;-0,001608
1317;6,587994;;6,587994;6,587994;0;;-0,000562;-0,000718;-0,000156
1318;6,587994;;6,587994;6,588556;0,000562;;-0,000718;0,001026;0,001744
1319;6,588556;;6,588556;6,589836;0,00128;;0,001026;0,000254;-0,000772
1320;6,589836;;6,589836;6,59009;0,000254;;0,000254;-0,000864;-0,001118
1321;6,59009;;6,59009;6,59009;0;;-0,000864;-0,009156;-0,008292
1322;6,59009;;6,59009;6,590954;0,000864;;-0,009156;-0,047011;-0,037855
1323;6,590954;;6,590954;6,600974;0,01002;;-0,047011;0,05616;0,103171
1324;6,600974;;6,600974;6,658005;0,057031;;0,05616;0,000634;-0,055526
1325;6,658005;;6,658005;6,658876;0,000871;;0,000634;-0,000324;-0,000958
1326;6,658876;;6,658876;6,659113;0,000237;;-0,000324;-0,00387;-0,003546
1327;6,659113;;6,659113;6,659674;0,000561;;-0,00387;0,004301;0,008171
1328;6,659674;;6,659674;6,664105;0,004431;;0,004301;-0,007575;-0,011876
1329;6,664105;;6,664105;6,664235;0,00013;;-0,007575;-0,0265;-0,018925
1330;6,664235;;6,664235;6,67194;0,007705;;-0,0265;0,032466;0,058966
1331;6,67194;;6,67194;6,706145;0,034205;;0,032466;0,001739;-0,030727
1332;6,706145;;6,706145;6,707884;0,001739;;0,001739;-0,000226;-0,001965
1333;6,707884;;6,707884;6,707884;0;;-0,000226;0,000226;0,000452
1334;6,707884;;6,707884;6,70811;0,000226;;0,000226;0;-0,000226
1335;6,70811;;6,70811;6,70811;0;;0;-0,000102;-0,000102
1336;6,70811;;6,70811;6,70811;0;;-0,000102;-0,000388;-0,000286
1337;6,70811;;6,70811;6,708212;0,000102;;-0,000388;-0,00567;-0,005282
1338;6,708212;;6,708212;6,708702;0,00049;;-0,00567;0,005825;0,011495
1339;6,708702;;6,708702;6,714862;0,00616;;0,005825;5,2E-05;-0,005773
1340;6,714862;;6,714862;6,715197;0,000335;;5,2E-05;7,2E-05;2E-05
1341;6,715197;;6,715197;6,71548;0,000283;;7,2E-05;-0,000371;-0,000443
1342;6,71548;;6,71548;6,715691;0,000211;;-0,000371;-0,006185;-0,005814
1343;6,715691;;6,715691;6,716273;0,000582;;-0,006185;0,006307;0,012492
1344;6,716273;;6,716273;6,72304;0,006767;;0,006307;0,00046;-0,005847
1345;6,72304;;6,72304;6,7235;0,00046;;0,00046;-0,000362;-0,000822
1346;6,7235;;6,7235;6,7235;0;;-0,000362;-0,004834;-0,004472
1347;6,7235;;6,7235;6,723862;0,000362;;-0,004834;-0,0079;-0,003066
1348;6,723862;;6,723862;6,729058;0,005196;;-0,0079;0,01284;0,02074
1349;6,729058;;6,729058;6,742154;0,013096;;0,01284;0,000205;-0,012635
1350;6,742154;;6,742154;6,74241;0,000256;;0,000205;-0,000403;-0,000608
1351;6,74241;;6,74241;6,742461;5,1E-05;;-0,000403;-0,010683;-0,01028
1352;6,742461;;6,742461;6,742915;0,000454;;-0,010683;0,010581;0,021264
1353;6,742915;;6,742915;6,754052;0,011137;;0,010581;0,000556;-0,010025
1354;6,754052;;6,754052;6,754608;0,000556;;0,000556;-0,000465;-0,001021
1355;6,754608;;6,754608;6,754608;0;;-0,000465;3E-06;0,000468
1356;6,754608;;6,754608;6,755073;0,000465;;3E-06;-0,037989;-0,037992
1357;6,755073;;6,755073;6,755535;0,000462;;-0,037989;0,037339;0,075328
1358;6,755535;;6,755535;6,793986;0,038451;;0,037339;0,001112;-0,036227
1359;6,793986;;6,793986;6,795098;0,001112;;0,001112;0;-0,001112
1360;6,795098;;6,795098;6,795098;0;;0;-0,000549;-0,000549
1361;6,795098;;6,795098;6,795098;0;;-0,000549;0,000549;0,001098
1362;6,795098;;6,795098;6,795647;0,000549;;0,000549;0;-0,000549
1363;6,795647;;6,795647;6,795647;0;;0;0;0
1364;6,795647;;6,795647;6,795647;0;;0;-0,003247;-0,003247
1365;6,795647;;6,795647;6,795647;0;;-0,003247;0,002779;0,006026
1366;6,795647;;6,795647;6,798894;0,003247;;0,002779;0,000137;-0,002642
1367;6,798894;;6,798894;6,799362;0,000468;;0,000137;0,000322;0,000185
1368;6,799362;;6,799362;6,799693;0,000331;;0,000322;-0,000381;-0,000703
1369;6,799693;;6,799693;6,799702;9E-06;;-0,000381;-0,003434;-0,003053
1370;6,799702;;6,799702;6,800092;0,00039;;-0,003434;0,002953;0,006387
1371;6,800092;;6,800092;6,803916;0,003824;;0,002953;0,000462;-0,002491
1372;6,803916;;6,803916;6,804787;0,000871;;0,000462;-5,5E-05;-0,000517
1373;6,804787;;6,804787;6,805196;0,000409;;-5,5E-05;-0,00715;-0,007095
1374;6,805196;;6,805196;6,80566;0,000464;;-0,00715;0,001843;0,008993
1375;6,80566;;6,80566;6,813274;0,007614;;0,001843;0,005165;0,003322
1376;6,813274;;6,813274;6,819045;0,005771;;0,005165;0,000606;-0,004559
1377;6,819045;;6,819045;6,819651;0,000606;;0,000606;0;-0,000606
1378;6,819651;;6,819651;6,819651;0;;0;-0,012548;-0,012548
1379;6,819651;;6,819651;6,819651;0;;-0,012548;-0,006205;0,006343
1380;6,819651;;6,819651;6,832199;0,012548;;-0,006205;0,018309;0,024514
1381;6,832199;;6,832199;6,850952;0,018753;;0,018309;-0,008127;-0,026436
1382;6,850952;;6,850952;6,851396;0,000444;;-0,008127;0,007561;0,015688
1383;6,851396;;6,851396;6,859967;0,008571;;0,007561;0,00101;-0,006551
1384;6,859967;;6,859967;6,860977;0,00101;;0,00101;0;-0,00101
1385;6,860977;;6,860977;6,860977;0;;0;-0,00017;-0,00017
1386;6,860977;;6,860977;6,860977;0;;-0,00017;0,00017;0,00034
1387;6,860977;;6,860977;6,861147;0,00017;;0,00017;-0,003427;-0,003597
1388;6,861147;;6,861147;6,861147;0;;-0,003427;-0,032087;-0,02866
1389;6,861147;;6,861147;6,864574;0,003427;;-0,032087;0,03505;0,067137
1390;6,864574;;6,864574;6,900088;0,035514;;0,03505;2,9E-05;-0,035021
1391;6,900088;;6,900088;6,900552;0,000464;;2,9E-05;4,7E-05;1,8E-05
1392;6,900552;;6,900552;6,900987;0,000435;;4,7E-05;-0,003202;-0,003249
1393;6,900987;;6,900987;6,901375;0,000388;;-0,003202;0,003118;0,00632
1394;6,901375;;6,901375;6,904965;0,00359;;0,003118;-0,003036;-0,006154
1395;6,904965;;6,904965;6,905437;0,000472;;-0,003036;0,003376;0,006412
1396;6,905437;;6,905437;6,908945;0,003508;;0,003376;1E-04;-0,003276
1397;6,908945;;6,908945;6,909077;0,000132;;1E-04;5E-06;-9,5E-05
1398;6,909077;;6,909077;6,909109;3,2E-05;;5E-06;-4E-06;-9E-06
1399;6,909109;;6,909109;6,909136;2,7E-05;;-4E-06;-0,000173;-0,000169
1400;6,909136;;6,909136;6,909167;3,1E-05;;-0,000173;5E-05;0,000223
1401;6,909167;;6,909167;6,909371;0,000204;;5E-05;0,00012;7E-05
1402;6,909371;;6,909371;6,909525;0,000154;;0,00012;-0,013094;-0,013214
1403;6,909525;;6,909525;6,909559;3,4E-05;;-0,013094;-0,026359;-0,013265
1404;6,909559;;6,909559;6,922687;0,013128;;-0,026359;0,039324;0,065683
1405;6,922687;;6,922687;6,962174;0,039487;;0,039324;-0,000309;-0,039633
1406;6,962174;;6,962174;6,962337;0,000163;;-0,000309;0,000104;0,000413
1407;6,962337;;6,962337;6,962809;0,000472;;0,000104;-0,005487;-0,005591
1408;6,962809;;6,962809;6,963177;0,000368;;-0,005487;0,00568;0,011167
1409;6,963177;;6,963177;6,969032;0,005855;;0,00568;-0,000378;-0,006058
1410;6,969032;;6,969032;6,969207;0,000175;;-0,000378;0,000176;0,000554
1411;6,969207;;6,969207;6,96976;0,000553;;0,000176;0,000377;0,000201
1412;6,96976;;6,96976;6,970137;0,000377;;0,000377;-0,000607;-0,000984
1413;6,970137;;6,970137;6,970137;0;;-0,000607;0,000607;0,001214
1414;6,970137;;6,970137;6,970744;0,000607;;0,000607;-0,000177;-0,000784
1415;6,970744;;6,970744;6,970744;0;;-0,000177;-0,014167;-0,01399
1416;6,970744;;6,970744;6,970921;0,000177;;-0,014167;-0,000376;0,013791
1417;6,970921;;6,970921;6,985265;0,014344;;-0,000376;0,013787;0,014163
1418;6,985265;;6,985265;6,999985;0,01472;;0,013787;0,000933;-0,012854
1419;6,999985;;6,999985;7,000918;0,000933;;0,000933;0;-0,000933
1420;7,000918;;7,000918;7,000918;0;;0;-0,000823;-0,000823
1421;7,000918;;7,000918;7,000918;0;;-0,000823;0,000823;0,001646
1422;7,000918;;7,000918;7,001741;0,000823;;0,000823;0;-0,000823
1423;7,001741;;7,001741;7,001741;0;;0;0;0
1424;7,001741;;7,001741;7,001741;0;;0;0;0
1425;7,001741;;7,001741;7,001741;0;;0;-0,000871;-0,000871
1426;7,001741;;7,001741;7,001741;0;;-0,000871;0,000871;0,001742
1427;7,001741;;7,001741;7,002612;0,000871;;0,000871;0;-0,000871
1428;7,002612;;7,002612;7,002612;0;;0;0;0
1429;7,002612;;7,002612;7,002612;0;;0;-0,000187;-0,000187
1430;7,002612;;7,002612;7,002612;0;;-0,000187;-0,000541;-0,000354
1431;7,002612;;7,002612;7,002799;0,000187;;-0,000541;0,000728;0,001269
1432;7,002799;;7,002799;7,003527;0,000728;;0,000728;0;-0,000728
1433;7,003527;;7,003527;7,003527;0;;0;0;0
1434;7,003527;;7,003527;7,003527;0;;0;-0,014144;-0,014144
1435;7,003527;;7,003527;7,003527;0;;-0,014144;-0,068386;-0,054242
1436;7,003527;;7,003527;7,017671;0,014144;;-0,068386;0,079919;0,148305
1437;7,017671;;7,017671;7,100201;0,08253;;0,079919;0,001972;-0,077947
1438;7,100201;;7,100201;7,102812;0,002611;;0,001972;0,000639;-0,001333
1439;7,102812;;7,102812;7,103451;0,000639;;0,000639;0;-0,000639
1440;7,103451;;7,103451;7,103451;0;;0;-0,000682;-0,000682
1441;7,103451;;7,103451;7,103451;0;;-0,000682;0,000682;0,001364
1442;7,103451;;7,103451;7,104133;0,000682;;0,000682;0;-0,000682
1443;7,104133;;7,104133;7,104133;0;;0;-0,000885;-0,000885
1444;7,104133;;7,104133;7,104133;0;;-0,000885;0,000885;0,00177
1445;7,104133;;7,104133;7,105018;0,000885;;0,000885;0;-0,000885
1446;7,105018;;7,105018;7,105018;0;;0;0;0
1447;7,105018;;7,105018;7,105018;0;;0;-0,00019;-0,00019
1448;7,105018;;7,105018;7,105018;0;;-0,00019;-0,00042;-0,00023
1449;7,105018;;7,105018;7,105208;0,00019;;-0,00042;0,000168;0,000588
1450;7,105208;;7,105208;7,105818;0,00061;;0,000168;-0,011844;-0,012012
1451;7,105818;;7,105818;7,10626;0,000442;;-0,011844;-0,01629;-0,004446
1452;7,10626;;7,10626;7,118546;0,012286;;-0,01629;0,027719;0,044009
1453;7,118546;;7,118546;7,147122;0,028576;;0,027719;0,000225;-0,027494
1454;7,147122;;7,147122;7,147979;0,000857;;0,000225;1,4E-05;-0,000211
1455;7,147979;;7,147979;7,148611;0,000632;;1,4E-05;0,000618;0,000604
1456;7,148611;;7,148611;7,149229;0,000618;;0,000618;-0,000862;-0,00148
1457;7,149229;;7,149229;7,149229;0;;-0,000862;0,000862;0,001724
1458;7,149229;;7,149229;7,150091;0,000862;;0,000862;0;-0,000862
1459;7,150091;;7,150091;7,150091;0;;0;0;0
1460;7,150091;;7,150091;7,150091;0;;0;-0,009058;-0,009058
1461;7,150091;;7,150091;7,150091;0;;-0,009058;0,008756;0,017814
1462;7,150091;;7,150091;7,159149;0,009058;;0,008756;-0,057657;-0,066413
1463;7,159149;;7,159149;7,159451;0,000302;;-0,057657;0,05744;0,115097
1464;7,159451;;7,159451;7,21741;0,057959;;0,05744;0,000519;-0,056921
1465;7,21741;;7,21741;7,217929;0,000519;;0,000519;0;-0,000519
1466;7,217929;;7,217929;7,217929;0;;0;-0,000384;-0,000384
1467;7,217929;;7,217929;7,217929;0;;-0,000384;-0,031272;-0,030888
1468;7,217929;;7,217929;7,218313;0,000384;;-0,031272;0,031246;0,062518
1469;7,218313;;7,218313;7,249969;0,031656;;0,031246;-0,004138;-0,035384
1470;7,249969;;7,249969;7,250379;0,00041;;-0,004138;0,004282;0,00842
1471;7,250379;;7,250379;7,254927;0,004548;;0,004282;-0,00843;-0,012712
1472;7,254927;;7,254927;7,255193;0,000266;;-0,00843;0,008221;0,016651
1473;7,255193;;7,255193;7,263889;0,008696;;0,008221;0,000359;-0,007862
1474;7,263889;;7,263889;7,264364;0,000475;;0,000359;-0,000155;-0,000514
1475;7,264364;;7,264364;7,26448;0,000116;;-0,000155;-0,000554;-0,000399
1476;7,26448;;7,26448;7,264751;0,000271;;-0,000554;0,000825;0,001379
1477;7,264751;;7,264751;7,265576;0,000825;;0,000825;0;-0,000825
1478;7,265576;;7,265576;7,265576;0;;0;0;0
1479;7,265576;;7,265576;7,265576;0;;0;-0,000413;-0,000413
1480;7,265576;;7,265576;7,265576;0;;-0,000413;-0,011748;-0,011335
1481;7,265576;;7,265576;7,265989;0,000413;;-0,011748;-0,017867;-0,006119
1482;7,265989;;7,265989;7,27815;0,012161;;-0,017867;0,029559;0,047426
1483;7,27815;;7,27815;7,308178;0,030028;;0,029559;0,00026;-0,029299
1484;7,308178;;7,308178;7,308647;0,000469;;0,00026;-0,001026;-0,001286
1485;7,308647;;7,308647;7,308856;0,000209;;-0,001026;0,001235;0,002261
1486;7,308856;;7,308856;7,310091;0,001235;;0,001235;0;-0,001235
1487;7,310091;;7,310091;7,310091;0;;0;0;0
1488;7,310091;;7,310091;7,310091;0;;0;0;0
1489;7,310091;;7,310091;7,310091;0;;0;-0,000402;-0,000402
1490;7,310091;;7,310091;7,310091;0;;-0,000402;0,000402;0,000804
1491;7,310091;;7,310091;7,310493;0,000402;;0,000402;0;-0,000402
1492;7,310493;;7,310493;7,310493;0;;0;-0,000477;-0,000477
1493;7,310493;;7,310493;7,310493;0;;-0,000477;0,000477;0,000954
1494;7,310493;;7,310493;7,31097;0,000477;;0,000477;-0,000156;-0,000633
1495;7,31097;;7,31097;7,31097;0;;-0,000156;-0,013693;-0,013537
1496;7,31097;;7,31097;7,311126;0,000156;;-0,013693;-0,039268;-0,025575
1497;7,311126;;7,311126;7,324975;0,013849;;-0,039268;0,050806;0,090074
1498;7,324975;;7,324975;7,378092;0,053117;;0,050806;0,001801;-0,049005
1499;7,378092;;7,378092;7,380403;0,002311;;0,001801;-0,001407;-0,003208
1500;7,380403;;7,380403;7,380913;0,00051;;-0,001407;0,001917;0,003324
1501;7,380913;;7,380913;7,38283;0,001917;;0,001917;0;-0,001917
1502;7,38283;;7,38283;7,38283;0;;0;0;0
1503;7,38283;;7,38283;7,38283;0;;0;0;0
1504;7,38283;;7,38283;7,38283;0;;0;0;0
1505;7,38283;;7,38283;7,38283;0;;0;0;0
1506;7,38283;;7,38283;7,38283;0;;0;0;0
1507;7,38283;;7,38283;7,38283;0;;0;-0,000458;-0,000458
1508;7,38283;;7,38283;7,38283;0;;-0,000458;-0,013272;-0,012814
1509;7,38283;;7,38283;7,383288;0,000458;;-0,013272;0,011065;0,024337
1510;7,383288;;7,383288;7,397018;0,01373;;0,011065;-0,005818;-0,016883
1511;7,397018;;7,397018;7,399683;0,002665;;-0,005818;0,007853;0,013671
1512;7,399683;;7,399683;7,408166;0,008483;;0,007853;-0,000247;-0,0081
1513;7,408166;;7,408166;7,408796;0,00063;;-0,000247;0,000877;0,001124
1514;7,408796;;7,408796;7,409673;0,000877;;0,000877;0;-0,000877
1515;7,409673;;7,409673;7,409673;0;;0;0;0
1516;7,409673;;7,409673;7,409673;0;;0;-0,003387;-0,003387
1517;7,409673;;7,409673;7,409673;0;;-0,003387;-0,029972;-0,026585
1518;7,409673;;7,409673;7,41306;0,003387;;-0,029972;0,032859;0,062831
1519;7,41306;;7,41306;7,446419;0,033359;;0,032859;0,000199;-0,03266
1520;7,446419;;7,446419;7,446919;0,0005;;0,000199;-0,009579;-0,009778
1521;7,446919;;7,446919;7,44722;0,000301;;-0,009579;0,009565;0,019144
1522;7,44722;;7,44722;7,4571;0,00988;;0,009565;0,000212;-0,009353
1523;7,4571;;7,4571;7,457415;0,000315;;0,000212;0,000103;-0,000109
1524;7,457415;;7,457415;7,457518;0,000103;;0,000103;0;-0,000103
1525;7,457518;;7,457518;7,457518;0;;0;0;0
1526;7,457518;;7,457518;7,457518;0;;0;0;0
1527;7,457518;;7,457518;7,457518;0;;0;-0,000351;-0,000351
1528;7,457518;;7,457518;7,457518;0;;-0,000351;-0,042824;-0,042473
1529;7,457518;;7,457518;7,457869;0,000351;;-0,042824;0,043021;0,085845
1530;7,457869;;7,457869;7,501044;0,043175;;0,043021;0,000154;-0,042867
1531;7,501044;;7,501044;7,501198;0,000154;;0,000154;-6,9E-05;-0,000223
1532;7,501198;;7,501198;7,501198;0;;-6,9E-05;6,9E-05;0,000138
1533;7,501198;;7,501198;7,501267;6,9E-05;;6,9E-05;0;-6,9E-05
1534;7,501267;;7,501267;7,501267;0;;0;-0,000168;-0,000168
1535;7,501267;;7,501267;7,501267;0;;-0,000168;5,9E-05;0,000227
1536;7,501267;;7,501267;7,501435;0,000168;;5,9E-05;2,7E-05;-3,2E-05
1537;7,501435;;7,501435;7,501544;0,000109;;2,7E-05;-0,000272;-0,000299
1538;7,501544;;7,501544;7,501626;8,2E-05;;-0,000272;0,000234;0,000506
1539;7,501626;;7,501626;7,50198;0,000354;;0,000234;-0,000185;-0,000419
1540;7,50198;;7,50198;7,5021;0,00012;;-0,000185;-9,1E-05;9,4E-05
1541;7,5021;;7,5021;7,502405;0,000305;;-9,1E-05;-0,000129;-3,8E-05
1542;7,502405;;7,502405;7,502801;0,000396;;-0,000129;0,000525;0,000654
1543;7,502801;;7,502801;7,503326;0,000525;;0,000525;-0,013725;-0,01425
1544;7,503326;;7,503326;7,503326;0;;-0,013725;-0,020327;-0,006602
1545;7,503326;;7,503326;7,517051;0,013725;;-0,020327;0,033888;0,054215
1546;7,517051;;7,517051;7,551103;0,034052;;0,033888;0,000112;-0,033776
1547;7,551103;;7,551103;7,551267;0,000164;;0,000112;9E-06;-0,000103
1548;7,551267;;7,551267;7,551319;5,2E-05;;9E-06;4,3E-05;3,4E-05
1549;7,551319;;7,551319;7,551362;4,3E-05;;4,3E-05;-0,000461;-0,000504
1550;7,551362;;7,551362;7,551362;0;;-0,000461;0,000461;0,000922
1551;7,551362;;7,551362;7,551823;0,000461;;0,000461;0;-0,000461
1552;7,551823;;7,551823;7,551823;0;;0;0;0
1553;7,551823;;7,551823;7,551823;0;;0;-0,000466;-0,000466
1554;7,551823;;7,551823;7,551823;0;;-0,000466;6,6E-05;0,000532
1555;7,551823;;7,551823;7,552289;0,000466;;6,6E-05;0,0004;0,000334
1556;7,552289;;7,552289;7,552689;0,0004;;0,0004;-0,000395;-0,000795
1557;7,552689;;7,552689;7,552689;0;;-0,000395;-0,000152;0,000243
1558;7,552689;;7,552689;7,553084;0,000395;;-0,000152;0,000547;0,000699
1559;7,553084;;7,553084;7,553631;0,000547;;0,000547;0;-0,000547
1560;7,553631;;7,553631;7,553631;0;;0;-0,00039;-0,00039
1561;7,553631;;7,553631;7,553631;0;;-0,00039;-0,000254;0,000136
1562;7,553631;;7,553631;7,554021;0,00039;;-0,000254;0,000644;0,000898
1563;7,554021;;7,554021;7,554665;0,000644;;0,000644;0;-0,000644
1564;7,554665;;7,554665;7,554665;0;;0;-0,002992;-0,002992
1565;7,554665;;7,554665;7,554665;0;;-0,002992;0,002992;0,005984
1566;7,554665;;7,554665;7,557657;0,002992;;0,002992;0;-0,002992
1567;7,557657;;7,557657;7,557657;0;;0;-0,000413;-0,000413
1568;7,557657;;7,557657;7,557657;0;;-0,000413;-0,013698;-0,013285
1569;7,557657;;7,557657;7,55807;0,000413;;-0,013698;-0,07872;-0,065022
1570;7,55807;;7,55807;7,572181;0,014111;;-0,07872;0,09203;0,17075
1571;7,572181;;7,572181;7,665012;0,092831;;0,09203;0,000801;-0,091229
1572;7,665012;;7,665012;7,665813;0,000801;;0,000801;0;-0,000801
1573;7,665813;;7,665813;7,665813;0;;0;0;0
1574;7,665813;;7,665813;7,665813;0;;0;-0,000895;-0,000895
1575;7,665813;;7,665813;7,665813;0;;-0,000895;3,8E-05;0,000933
1576;7,665813;;7,665813;7,666708;0,000895;;3,8E-05;-0,000339;-0,000377
1577;7,666708;;7,666708;7,667565;0,000857;;-0,000339;0,001196;0,001535
1578;7,667565;;7,667565;7,668761;0,001196;;0,001196;0;-0,001196
1579;7,668761;;7,668761;7,668761;0;;0;0;0
1580;7,668761;;7,668761;7,668761;0;;0;-0,000499;-0,000499
1581;7,668761;;7,668761;7,668761;0;;-0,000499;-0,00042;7,9E-05
1582;7,668761;;7,668761;7,66926;0,000499;;-0,00042;0,000739;0,001159
1583;7,66926;;7,66926;7,670179;0,000919;;0,000739;0,00018;-0,000559
1584;7,670179;;7,670179;7,670359;0,00018;;0,00018;-0,012852;-0,013032
1585;7,670359;;7,670359;7,670359;0;;-0,012852;-0,003988;0,008864
1586;7,670359;;7,670359;7,683211;0,012852;;-0,003988;0,016394;0,020382
1587;7,683211;;7,683211;7,700051;0,01684;;0,016394;-0,000326;-0,01672
1588;7,700051;;7,700051;7,700497;0,000446;;-0,000326;0,0006;0,000926
1589;7,700497;;7,700497;7,701269;0,000772;;0,0006;0,000172;-0,000428
1590;7,701269;;7,701269;7,701441;0,000172;;0,000172;-0,012243;-0,012415
1591;7,701441;;7,701441;7,701441;0;;-0,012243;-0,026227;-0,013984
